,HS DE Kitchen-Emergency (kW),HS DG Gym (kW),HS Plugload DBH (kW),HS DL Lighting (kW),HS MSWB (kW),HS M1 Chillers (kW)
2016-11-01 01:10:00,,,,,,
2016-11-01 01:15:00,48.58331,8.663416,7.492301,24.20838,93.90601,0.0
2016-11-01 01:20:00,,,,,,
2016-11-01 01:30:00,49.78203,7.955789,8.04717,21.60187,96.82509,0.0
2016-11-01 01:40:00,,,,,,
2016-11-01 01:45:00,48.65196,7.667887,7.788021,21.69427,94.53769,0.0
2016-11-01 01:50:00,,,,,,
2016-11-01 02:00:00,51.63799,9.79709,7.917675,23.41296,97.69783,0.0
2016-11-01 02:10:00,,,,,,
2016-11-01 02:15:00,47.86723,8.617847,7.604079,19.84731,89.94951,0.0
2016-11-01 02:20:00,,,,,,
2016-11-01 02:30:00,60.19889,8.508371,7.699052,23.22407,108.4656,0.0
2016-11-01 02:40:00,,,,,,
2016-11-01 02:45:00,49.82622,9.364422,8.230689,20.68558,93.52674,0.0
2016-11-01 02:50:00,,,,,,
2016-11-01 03:00:00,49.9713,7.799025,7.908814,21.26682,91.85004,0.0
2016-11-01 03:10:00,,,,,,
2016-11-01 03:15:00,57.27315,8.630124,8.022699,27.33201,105.3347,0.0
2016-11-01 03:20:00,,,,,,
2016-11-01 03:30:00,46.04363,9.266406,7.544792,23.428,96.14321,0.0
2016-11-01 03:40:00,,,,,,
2016-11-01 03:45:00,49.47056,7.660559,7.914826,24.3377,94.94818,0.0
2016-11-01 03:50:00,,,,,,
2016-11-01 04:00:00,61.68124,8.62988,8.553543,22.89306,109.3532,0.0
2016-11-01 22:00:00,34.66151,31.294,8.060695,27.2631,107.9108,0.0
2016-11-01 22:10:00,,,,,,
2016-11-01 22:15:00,28.26115,30.79048,7.838505,23.13923,98.54526,0.0
2016-11-01 22:20:00,,,,,,
2016-11-01 22:30:00,28.63522,32.18957,8.635378,24.56019,101.4814,0.0
2016-11-01 22:40:00,,,,,,
2016-11-01 22:45:00,33.55328,33.98149,7.736272,24.6637,111.4147,0.0
2016-11-01 22:50:00,,,,,,
2016-11-01 23:00:00,31.02768,28.75779,7.356719,21.45897,100.4179,0.0
2016-11-01 23:10:00,,,,,,
2016-11-01 23:15:00,29.44167,32.34127,7.694389,22.09753,106.2915,8.821351
2016-11-01 23:20:00,,,,,,
2016-11-01 23:30:00,30.40691,31.33784,7.333008,24.89923,101.992,0.0
2016-11-01 23:40:00,,,,,,
2016-11-01 23:45:00,38.18652,30.89298,7.644268,24.23607,109.0682,0.0
2016-11-01 23:50:00,,,,,,
2016-11-02 00:00:00,26.7553,29.04537,7.750371,21.63243,97.10845,0.0
2016-11-02 00:10:00,,,,,,
2016-11-02 00:15:00,29.27349,34.1794,7.428478,21.43126,101.4014,0.0
2016-11-02 00:20:00,,,,,,
2016-11-02 00:30:00,28.04402,32.88898,7.233617,25.57418,106.3957,0.0
2016-11-02 00:40:00,,,,,,
2016-11-02 00:45:00,25.67447,17.60109,7.526621,23.02723,81.01692,0.0
2016-11-02 00:50:00,,,,,,
2016-11-02 01:00:00,38.72775,18.93248,7.766097,20.7816,94.29556,0.0
2016-11-02 01:10:00,,,,,,
2016-11-02 01:15:00,31.83962,19.43332,7.317375,20.11189,85.72688,0.0
2016-11-02 01:20:00,,,,,,
2016-11-02 01:30:00,26.2791,19.95286,7.414311,24.43384,85.19432,0.0
2016-11-02 01:40:00,,,,,,
2016-11-02 01:45:00,26.07704,18.68905,8.170027,24.45214,90.08694,0.0
2016-11-02 01:50:00,,,,,,
2016-11-02 02:00:00,25.45656,19.45439,7.814001,22.89001,86.43697,0.0
2016-11-02 02:10:00,,,,,,
2016-11-02 02:15:00,24.98781,12.43149,7.672987,21.58521,73.89725,0.0
2016-11-02 02:20:00,,,,,,
2016-11-02 02:30:00,27.95796,12.67162,7.458952,27.40087,85.1943,0.0
2016-11-02 02:40:00,,,,,,
2016-11-02 02:45:00,33.96954,12.94969,7.661208,26.62535,87.66969,0.0
2016-11-02 02:50:00,,,,,,
2016-11-02 03:00:00,25.75158,10.43724,7.747412,22.29541,77.60388,0.0
2016-11-02 03:10:00,,,,,,
2016-11-02 03:15:00,26.7376,10.28565,7.277465,20.90703,74.14911,0.0
2016-11-02 03:20:00,,,,,,
2016-11-02 03:30:00,29.4501,12.76628,7.304802,22.37432,78.98007,0.0
2016-11-02 03:40:00,,,,,,
2016-11-02 03:45:00,27.97963,11.21774,8.032167,25.8483,80.02003,0.0
2016-11-02 03:50:00,,,,,,
2016-11-02 04:00:00,23.83352,11.61333,8.07729,22.9457,74.02756,0.0
2016-11-02 22:00:00,48.33834,31.26296,7.421033,26.17114,126.0947,0.0
2016-11-02 22:10:00,,,,,,
2016-11-02 22:15:00,35.1419,33.07522,7.232673,25.75334,111.9756,0.0
2016-11-02 22:20:00,,,,,,
2016-11-02 22:30:00,41.77185,31.40239,7.080327,27.72486,117.2841,0.0
2016-11-02 22:40:00,,,,,,
2016-11-02 22:45:00,40.15572,36.1433,7.350455,26.23253,119.2825,0.0
2016-11-02 22:50:00,,,,,,
2016-11-02 23:00:00,39.3151,32.49545,7.071533,30.05667,118.5233,0.0
2016-11-02 23:10:00,,,,,,
2016-11-02 23:15:00,40.15189,34.70686,7.266107,28.09801,118.281,0.0
2016-11-02 23:20:00,,,,,,
2016-11-02 23:30:00,34.77567,33.71645,7.865657,26.32695,113.3471,0.0
2016-11-02 23:40:00,,,,,,
2016-11-02 23:45:00,29.91717,33.63552,7.265061,23.99519,108.2605,0.0
2016-11-02 23:50:00,,,,,,
2016-11-03 00:00:00,29.077,29.96589,7.033503,27.72158,106.2733,0.0
2016-11-03 00:10:00,,,,,,
2016-11-03 00:15:00,42.37823,34.16034,8.040608,25.90568,119.8941,0.0
2016-11-03 00:20:00,,,,,,
2016-11-03 00:30:00,39.01561,31.38505,7.810088,26.59748,115.6615,0.0
2016-11-03 00:40:00,,,,,,
2016-11-03 00:45:00,35.19384,17.76294,7.055722,25.07436,93.80141,0.0
2016-11-03 00:50:00,,,,,,
2016-11-03 01:00:00,27.15204,18.45414,7.464719,25.29029,90.79985,0.0
2016-11-03 01:10:00,,,,,,
2016-11-03 01:15:00,40.07548,15.78403,7.357766,25.5644,97.94441,0.0
2016-11-03 01:20:00,,,,,,
2016-11-03 01:30:00,27.70052,15.37465,7.131427,23.66164,86.35215,0.0
2016-11-03 01:40:00,,,,,,
2016-11-03 01:45:00,24.07707,18.31239,7.390853,27.30001,83.01039,0.0
2016-11-03 01:50:00,,,,,,
2016-11-03 02:00:00,24.82983,16.32332,8.012319,25.6714,80.92134,0.0
2016-11-03 02:10:00,,,,,,
2016-11-03 02:15:00,25.65102,16.26167,6.873323,27.34856,83.991,0.0
2016-11-03 02:20:00,,,,,,
2016-11-03 02:30:00,24.2274,19.21039,7.516974,26.38363,84.26506,0.0
2016-11-03 02:40:00,,,,,,
2016-11-03 02:45:00,29.64236,16.95387,8.268946,23.81357,85.2044,0.0
2016-11-03 02:50:00,,,,,,
2016-11-03 03:00:00,24.92312,18.29058,8.282564,25.4283,82.4715,0.0
2016-11-03 03:10:00,,,,,,
2016-11-03 03:15:00,33.35137,16.3675,7.204796,25.33192,93.51486,0.0
2016-11-03 03:20:00,,,,,,
2016-11-03 03:30:00,35.46606,14.85223,7.813663,26.43392,89.90833,0.0
2016-11-03 03:40:00,,,,,,
2016-11-03 03:45:00,24.99308,18.97549,7.457005,24.33119,81.58788,0.0
2016-11-03 03:50:00,,,,,,
2016-11-03 04:00:00,27.1414,9.402199,7.28002,25.21597,78.13464,0.0
2016-11-03 22:00:00,32.99589,34.02981,8.268313,28.38729,113.0875,0.0
2016-11-03 22:10:00,,,,,,
2016-11-03 22:15:00,29.73767,33.7123,7.311218,27.26672,105.0566,0.0
2016-11-03 22:20:00,,,,,,
2016-11-03 22:30:00,34.11572,33.54305,7.269396,27.20984,108.131,0.0
2016-11-03 22:40:00,,,,,,
2016-11-03 22:45:00,32.28531,38.20204,7.631459,25.47973,113.977,0.0
2016-11-03 22:50:00,,,,,,
2016-11-03 23:00:00,29.68853,32.77759,7.195848,27.0031,107.9164,0.0
2016-11-03 23:10:00,,,,,,
2016-11-03 23:15:00,32.34381,30.7805,7.335942,26.24014,100.5396,0.0
2016-11-03 23:20:00,,,,,,
2016-11-03 23:30:00,26.7013,31.00289,7.866255,22.61933,98.85292,0.0
2016-11-03 23:40:00,,,,,,
2016-11-03 23:45:00,28.83726,32.92701,7.197839,26.11122,102.6031,0.0
2016-11-03 23:50:00,,,,,,
2016-11-04 00:00:00,28.89083,30.11971,7.313142,25.47969,97.80495,0.0
2016-11-04 00:10:00,,,,,,
2016-11-04 00:15:00,29.28796,31.47124,7.284421,24.74734,97.99146,0.0
2016-11-04 00:20:00,,,,,,
2016-11-04 00:30:00,29.06965,27.75033,7.611483,27.30498,101.8678,0.0
2016-11-04 00:40:00,,,,,,
2016-11-04 00:45:00,25.26275,16.71638,7.843041,23.18772,80.67541,0.0
2016-11-04 00:50:00,,,,,,
2016-11-04 01:00:00,34.17207,15.09364,7.960385,21.44814,86.90115,0.0
2016-11-04 01:10:00,,,,,,
2016-11-04 01:15:00,34.11251,16.5706,8.012876,23.39286,90.45078,0.0
2016-11-04 01:20:00,,,,,,
2016-11-04 01:30:00,33.37779,17.54936,7.952737,20.68223,85.6659,0.0
2016-11-04 01:40:00,,,,,,
2016-11-04 01:45:00,38.98387,19.5815,8.279326,23.5039,95.81613,0.0
2016-11-04 01:50:00,,,,,,
2016-11-04 02:00:00,26.4931,19.36934,7.576936,25.1044,86.6869,0.0
2016-11-04 02:10:00,,,,,,
2016-11-04 02:15:00,21.05643,18.27037,7.777253,25.45513,78.40151,0.0
2016-11-04 02:20:00,,,,,,
2016-11-04 02:30:00,23.7375,17.95654,7.904276,20.51673,76.41414,0.0
2016-11-04 02:40:00,,,,,,
2016-11-04 02:45:00,24.98238,9.781955,8.079161,20.80277,71.97367,0.0
2016-11-04 02:50:00,,,,,,
2016-11-04 03:00:00,21.69469,8.985274,7.413899,24.50599,73.34891,0.0
2016-11-04 03:10:00,,,,,,
2016-11-04 03:15:00,28.23725,9.21174,7.612848,21.18344,72.39574,0.0
2016-11-04 03:20:00,,,,,,
2016-11-04 03:30:00,23.84822,10.02471,8.060559,22.26678,69.2429,0.0
2016-11-04 03:40:00,,,,,,
2016-11-04 03:45:00,26.27764,11.61955,7.443673,23.64363,79.76531,0.0
2016-11-04 03:50:00,,,,,,
2016-11-04 04:00:00,33.76944,10.77246,7.914531,24.80576,82.89865,0.0
2016-11-04 22:00:00,26.20852,23.84934,8.100891,26.64967,91.58195,0.0
2016-11-04 22:10:00,,,,,,
2016-11-04 22:15:00,30.68866,23.97318,8.694555,23.97893,93.34541,0.0
2016-11-04 22:20:00,,,,,,
2016-11-04 22:30:00,30.40262,22.35869,8.010885,22.41043,91.27203,0.0
2016-11-04 22:40:00,,,,,,
2016-11-04 22:45:00,30.06586,22.46376,8.226236,21.4238,88.67951,0.0
2016-11-04 22:50:00,,,,,,
2016-11-04 23:00:00,92.84009,23.40571,9.221951,25.93398,158.5565,0.0
2016-11-04 23:10:00,,,,,,
2016-11-04 23:15:00,76.40621,23.9283,9.111134,23.28604,140.6682,0.0
2016-11-04 23:20:00,,,,,,
2016-11-04 23:30:00,55.91508,23.14265,8.250724,21.04063,113.2962,0.0
2016-11-04 23:40:00,,,,,,
2016-11-04 23:45:00,59.88372,24.50237,8.024655,20.67577,122.3674,0.0
2016-11-04 23:50:00,,,,,,
2016-11-05 00:00:00,52.79066,24.55128,8.566191,20.20344,110.7616,0.0
2016-11-05 00:10:00,,,,,,
2016-11-05 00:15:00,60.87181,22.32442,8.157961,21.51187,121.3393,0.0
2016-11-05 00:20:00,,,,,,
2016-11-05 00:30:00,49.10828,22.95723,8.34584,20.04098,106.3885,0.0
2016-11-05 00:40:00,,,,,,
2016-11-05 00:45:00,50.55885,9.541761,8.35283,18.91348,92.118,0.0
2016-11-05 00:50:00,,,,,,
2016-11-05 01:00:00,48.78589,11.03171,9.191106,20.88418,94.41811,0.0
2016-11-05 01:10:00,,,,,,
2016-11-05 01:15:00,55.44466,9.766464,8.244299,20.96184,98.92707,0.0
2016-11-05 01:20:00,,,,,,
2016-11-05 01:30:00,48.40872,9.148336,8.480308,21.18705,95.80805,0.0
2016-11-05 01:40:00,,,,,,
2016-11-05 01:45:00,50.55711,11.86652,8.373573,18.86826,94.80015,0.0
2016-11-05 01:50:00,,,,,,
2016-11-05 02:00:00,47.51129,9.523725,8.413559,21.63557,91.45197,0.0
2016-11-05 02:10:00,,,,,,
2016-11-05 02:15:00,56.1461,9.774727,8.356245,17.90477,97.4809,0.0
2016-11-05 02:20:00,,,,,,
2016-11-05 02:30:00,60.26984,11.02374,9.020032,20.1186,105.1696,0.0
2016-11-05 02:40:00,,,,,,
2016-11-05 02:45:00,47.90065,10.03118,8.425752,23.73751,95.9165,0.0
2016-11-05 02:50:00,,,,,,
2016-11-05 03:00:00,47.23263,9.874371,8.552211,25.20487,94.04372,0.0
2016-11-05 03:10:00,,,,,,
2016-11-05 03:15:00,47.27687,10.75911,7.868726,22.96945,98.42477,0.0
2016-11-05 03:20:00,,,,,,
2016-11-05 03:30:00,56.75967,9.189032,8.529215,20.02327,100.6696,0.0
2016-11-05 03:40:00,,,,,,
2016-11-05 03:45:00,49.02835,10.45525,8.601253,22.12783,94.21682,0.0
2016-11-05 03:50:00,,,,,,
2016-11-05 04:00:00,50.58831,11.03969,8.997333,21.23281,95.16962,0.0
2016-11-05 22:00:00,34.04278,22.21422,7.904876,22.38766,155.3413,0.0
2016-11-05 22:10:00,,,,,,
2016-11-05 22:15:00,37.48072,21.1986,7.218236,25.44969,155.8956,0.0
2016-11-05 22:20:00,,,,,,
2016-11-05 22:30:00,40.47431,28.48049,7.171472,26.12971,168.2337,0.0
2016-11-05 22:40:00,,,,,,
2016-11-05 22:45:00,33.88586,28.30802,7.350825,24.56319,159.3092,0.0
2016-11-05 22:50:00,,,,,,
2016-11-05 23:00:00,32.13374,21.31697,7.545593,26.07546,154.3773,0.0
2016-11-05 23:10:00,,,,,,
2016-11-05 23:15:00,28.44321,21.5152,7.249462,27.02156,103.1973,0.0
2016-11-05 23:20:00,,,,,,
2016-11-05 23:30:00,32.25175,23.17357,7.377177,25.07235,104.7268,0.0
2016-11-05 23:40:00,,,,,,
2016-11-05 23:45:00,31.79797,20.88679,7.412094,23.77178,97.04047,0.0
2016-11-05 23:50:00,,,,,,
2016-11-06 00:00:00,29.11364,21.68312,7.709955,23.21796,96.39628,0.0
2016-11-06 00:10:00,,,,,,
2016-11-06 00:15:00,30.41491,22.52468,7.339535,24.16607,95.48567,0.0
2016-11-06 00:20:00,,,,,,
2016-11-06 00:30:00,29.3673,22.33419,7.399935,24.95951,97.621,0.0
2016-11-06 00:40:00,,,,,,
2016-11-06 00:45:00,37.90174,9.983376,7.337949,22.48537,85.72736,0.0
2016-11-06 00:50:00,,,,,,
2016-11-06 01:00:00,28.6646,9.600002,7.435434,23.83254,77.41816,0.0
2016-11-06 01:10:00,,,,,,
2016-11-06 01:15:00,31.00931,7.98165,7.109654,19.62268,71.51814,0.0
2016-11-06 01:20:00,,,,,,
2016-11-06 01:30:00,24.79068,9.941694,7.1327,21.36177,69.00369,0.0
2016-11-06 01:40:00,,,,,,
2016-11-06 01:45:00,27.19458,9.242307,7.184019,21.7412,71.31541,0.0
2016-11-06 01:50:00,,,,,,
2016-11-06 02:00:00,28.89903,9.374777,7.328581,23.00453,71.90142,0.0
2016-11-06 02:10:00,,,,,,
2016-11-06 02:15:00,26.41718,8.369931,7.868338,23.29905,71.71091,0.0
2016-11-06 02:20:00,,,,,,
2016-11-06 02:30:00,30.53904,9.027166,7.72031,19.64085,72.22609,0.0
2016-11-06 02:40:00,,,,,,
2016-11-06 02:45:00,26.94631,7.831573,7.511788,21.41925,69.85654,0.0
2016-11-06 02:50:00,,,,,,
2016-11-06 03:00:00,25.29612,9.280564,7.151242,18.37008,68.27646,0.0
2016-11-06 03:10:00,,,,,,
2016-11-06 03:15:00,27.1913,9.087886,7.947298,22.95297,77.31169,0.0
2016-11-06 03:20:00,,,,,,
2016-11-06 03:30:00,38.75058,8.915032,7.84068,19.98489,83.84756,0.0
2016-11-06 03:40:00,,,,,,
2016-11-06 03:45:00,38.51817,10.20576,6.837158,20.03562,81.58688,0.0
2016-11-06 03:50:00,,,,,,
2016-11-06 04:00:00,37.10189,10.38793,7.409455,19.51944,79.6292,0.0
2016-11-06 22:00:00,32.10563,21.76179,7.954812,24.55938,95.9829,0.0
2016-11-06 22:10:00,,,,,,
2016-11-06 22:15:00,28.69648,20.25943,7.585925,25.36062,88.33842,0.0
2016-11-06 22:20:00,,,,,,
2016-11-06 22:30:00,27.09399,21.35894,7.659193,26.21064,87.82717,0.0
2016-11-06 22:40:00,,,,,,
2016-11-06 22:45:00,28.86721,21.51767,8.089397,24.21983,88.61079,0.0
2016-11-06 22:50:00,,,,,,
2016-11-06 23:00:00,28.29486,20.84909,7.821547,23.92697,87.28464,0.0
2016-11-06 23:10:00,,,,,,
2016-11-06 23:15:00,25.09117,22.19067,7.213573,25.79297,86.89938,0.0
2016-11-06 23:20:00,,,,,,
2016-11-06 23:30:00,24.70888,21.62934,7.532456,24.35964,87.02286,0.0
2016-11-06 23:40:00,,,,,,
2016-11-06 23:45:00,27.94888,22.38101,7.878068,22.28593,87.17852,0.0
2016-11-06 23:50:00,,,,,,
2016-11-07 00:00:00,34.37489,21.19432,7.398746,27.79781,96.10038,0.0
2016-11-07 00:10:00,,,,,,
2016-11-07 00:15:00,36.0761,20.5599,7.497707,19.41467,89.68993,0.0
2016-11-07 00:20:00,,,,,,
2016-11-07 00:30:00,26.91912,22.21109,7.231256,20.05601,82.99594,0.0
2016-11-07 00:40:00,,,,,,
2016-11-07 00:45:00,24.1859,8.06916,8.036486,22.17034,69.0326,0.0
2016-11-07 00:50:00,,,,,,
2016-11-07 01:00:00,24.46047,8.797311,7.550037,20.52325,66.91356,0.0
2016-11-07 01:10:00,,,,,,
2016-11-07 01:15:00,24.75949,8.754847,7.188825,22.15999,71.49976,0.0
2016-11-07 01:20:00,,,,,,
2016-11-07 01:30:00,35.97045,9.181434,7.663602,18.57634,83.30724,7.329737
2016-11-07 01:40:00,,,,,,
2016-11-07 01:45:00,20.38606,29.08219,8.006956,19.14915,83.05164,0.0
2016-11-07 01:50:00,,,,,,
2016-11-07 02:00:00,25.33875,8.121196,7.887555,20.20061,67.46221,0.0
2016-11-07 02:10:00,,,,,,
2016-11-07 02:15:00,24.15164,8.380816,6.989233,21.28156,69.98396,0.0
2016-11-07 02:20:00,,,,,,
2016-11-07 02:30:00,33.65779,10.10343,7.618246,18.14431,75.09245,0.0
2016-11-07 02:40:00,,,,,,
2016-11-07 02:45:00,23.53921,7.570781,7.692129,17.67264,62.37068,0.0
2016-11-07 02:50:00,,,,,,
2016-11-07 03:00:00,26.99589,8.347957,7.869544,19.99117,68.86774,0.0
2016-11-07 03:10:00,,,,,,
2016-11-07 03:15:00,24.83688,8.051647,7.360969,23.43032,72.22446,0.0
2016-11-07 03:20:00,,,,,,
2016-11-07 03:30:00,37.93117,9.678322,7.700308,21.15131,81.34024,0.0
2016-11-07 03:40:00,,,,,,
2016-11-07 03:45:00,99.05939,8.053771,7.764259,23.78405,141.3223,0.0
2016-11-07 03:50:00,,,,,,
2016-11-07 04:00:00,75.5407,28.36132,10.36084,19.01721,135.5541,0.0
2016-11-07 22:00:00,56.28749,28.85375,8.70911,30.58018,136.2204,0.0
2016-11-07 22:10:00,,,,,,
2016-11-07 22:15:00,53.11717,30.23359,7.285181,27.34671,127.8004,0.0
2016-11-07 22:20:00,,,,,,
2016-11-07 22:30:00,64.86202,30.18025,7.159768,31.33813,141.7532,0.0
2016-11-07 22:40:00,,,,,,
2016-11-07 22:45:00,50.05323,31.20854,7.360058,26.07258,126.3198,0.0
2016-11-07 22:50:00,,,,,,
2016-11-07 23:00:00,57.71508,38.88925,7.221509,24.76029,139.9187,0.0
2016-11-07 23:10:00,,,,,,
2016-11-07 23:15:00,47.64712,29.29199,7.81836,28.32829,127.7949,0.0
2016-11-07 23:20:00,,,,,,
2016-11-07 23:30:00,52.79071,32.3942,7.002768,27.53005,128.6741,0.0
2016-11-07 23:40:00,,,,,,
2016-11-07 23:45:00,57.27638,31.52077,7.17121,23.81551,128.5132,0.0
2016-11-07 23:50:00,,,,,,
2016-11-08 00:00:00,49.61649,27.90966,8.362072,23.61045,122.9302,0.0
2016-11-08 00:10:00,,,,,,
2016-11-08 00:15:00,50.18175,31.54511,7.357959,24.08828,123.7868,0.0
2016-11-08 00:20:00,,,,,,
2016-11-08 00:30:00,62.34502,32.62982,6.75453,23.81199,134.1858,0.0
2016-11-08 00:40:00,,,,,,
2016-11-08 00:45:00,45.8086,21.09893,7.204458,29.25088,110.9778,0.0
2016-11-08 00:50:00,,,,,,
2016-11-08 01:00:00,56.58521,21.39675,7.721726,26.02196,124.296,0.0
2016-11-08 01:10:00,,,,,,
2016-11-08 01:15:00,49.10423,19.51814,7.613565,21.98442,104.9617,0.0
2016-11-08 01:20:00,,,,,,
2016-11-08 01:30:00,47.31673,17.41502,7.462435,20.66965,103.3505,0.0
2016-11-08 01:40:00,,,,,,
2016-11-08 01:45:00,62.66419,18.10328,7.703993,22.36792,123.6059,0.0
2016-11-08 01:50:00,,,,,,
2016-11-08 02:00:00,46.78552,19.56624,7.736196,25.50941,106.7781,0.0
2016-11-08 02:10:00,,,,,,
2016-11-08 02:15:00,55.51268,20.0715,8.192483,21.59421,112.9023,0.0
2016-11-08 02:20:00,,,,,,
2016-11-08 02:30:00,48.36705,22.17978,7.113103,22.21544,108.2735,0.0
2016-11-08 02:40:00,,,,,,
2016-11-08 02:45:00,51.45598,21.19325,7.348312,23.25284,112.1338,0.0
2016-11-08 02:50:00,,,,,,
2016-11-08 03:00:00,58.56776,18.39598,7.571025,20.80216,116.9536,0.0
2016-11-08 03:10:00,,,,,,
2016-11-08 03:15:00,46.30244,17.26183,7.689945,25.20791,110.3073,0.0
2016-11-08 03:20:00,,,,,,
2016-11-08 03:30:00,53.97651,20.25636,7.169659,22.216,110.8976,0.0
2016-11-08 03:40:00,,,,,,
2016-11-08 03:45:00,61.25458,19.91019,6.968684,21.4822,118.3046,0.0
2016-11-08 03:50:00,,,,,,
2016-11-08 04:00:00,52.15276,18.8862,7.97574,20.82662,109.9065,0.0
2016-11-08 22:00:00,32.21243,54.44751,7.723228,25.32731,129.3459,0.0
2016-11-08 22:10:00,,,,,,
2016-11-08 22:15:00,29.27722,54.96119,7.347241,26.16817,123.8102,0.0
2016-11-08 22:20:00,,,,,,
2016-11-08 22:30:00,30.14877,59.11106,7.776418,24.15127,127.6333,0.0
2016-11-08 22:40:00,,,,,,
2016-11-08 22:45:00,35.56057,58.7621,8.051343,25.41157,133.5319,0.0
2016-11-08 22:50:00,,,,,,
2016-11-08 23:00:00,39.0028,55.4948,7.623204,22.3027,133.7838,0.0
2016-11-08 23:10:00,,,,,,
2016-11-08 23:15:00,25.3805,50.90324,7.464694,25.78674,115.7296,0.0
2016-11-08 23:20:00,,,,,,
2016-11-08 23:30:00,24.32432,48.62678,7.311835,23.2417,112.9802,0.0
2016-11-08 23:40:00,,,,,,
2016-11-08 23:45:00,25.11421,49.31853,7.386409,23.11552,112.0386,0.0
2016-11-08 23:50:00,,,,,,
2016-11-09 00:00:00,24.47599,49.46577,7.493061,25.45483,117.0851,0.0
2016-11-09 00:10:00,,,,,,
2016-11-09 00:15:00,34.87683,52.30444,7.427036,27.28587,128.0422,0.0
2016-11-09 00:20:00,,,,,,
2016-11-09 00:30:00,23.73128,50.88778,7.118441,21.81086,110.1003,0.0
2016-11-09 00:40:00,,,,,,
2016-11-09 00:45:00,25.69175,38.07449,7.427913,24.42304,102.3248,0.0
2016-11-09 00:50:00,,,,,,
2016-11-09 01:00:00,25.38496,39.42124,7.776376,20.64807,101.3773,0.0
2016-11-09 01:10:00,,,,,,
2016-11-09 01:15:00,26.21734,38.94993,7.963868,23.13326,101.5858,0.0
2016-11-09 01:20:00,,,,,,
2016-11-09 01:30:00,25.22946,40.28009,6.940082,23.3918,102.1492,0.0
2016-11-09 01:40:00,,,,,,
2016-11-09 01:45:00,29.50549,38.74602,7.677803,26.35695,107.5923,0.0
2016-11-09 01:50:00,,,,,,
2016-11-09 02:00:00,26.50348,40.04893,7.427711,19.64491,99.58894,0.0
2016-11-09 02:10:00,,,,,,
2016-11-09 02:15:00,24.12582,42.29794,7.327181,20.83013,102.8361,0.0
2016-11-09 02:20:00,,,,,,
2016-11-09 02:30:00,24.8133,40.52721,6.975,19.44871,101.9405,0.0
2016-11-09 02:40:00,,,,,,
2016-11-09 02:45:00,21.9087,42.15036,7.924581,20.75653,98.5134,0.0
2016-11-09 02:50:00,,,,,,
2016-11-09 03:00:00,33.49739,41.37796,6.973381,20.1512,106.8074,0.0
2016-11-09 03:10:00,,,,,,
2016-11-09 03:15:00,32.83167,43.06569,7.136039,23.12917,111.6089,0.0
2016-11-09 03:20:00,,,,,,
2016-11-09 03:30:00,28.96273,44.04425,7.846094,18.97721,105.6343,0.0
2016-11-09 03:40:00,,,,,,
2016-11-09 03:45:00,31.31126,43.42102,7.869046,23.67368,109.8357,0.0
2016-11-09 03:50:00,,,,,,
2016-11-09 04:00:00,28.14234,44.6119,7.422651,20.37194,110.3477,0.0
2016-11-09 22:00:00,45.91683,35.33861,8.537531,23.95573,123.7907,0.0
2016-11-09 22:10:00,,,,,,
2016-11-09 22:15:00,35.35353,30.88652,8.078479,24.00093,105.4922,0.0
2016-11-09 22:20:00,,,,,,
2016-11-09 22:30:00,38.61479,31.71198,7.989771,23.84425,108.9089,0.0
2016-11-09 22:40:00,,,,,,
2016-11-09 22:45:00,30.43367,30.1402,8.38032,29.56322,105.7526,0.0
2016-11-09 22:50:00,,,,,,
2016-11-09 23:00:00,27.99477,30.19349,9.353207,24.36658,99.41911,0.0
2016-11-09 23:10:00,,,,,,
2016-11-09 23:15:00,27.01227,28.49092,8.05647,23.34039,101.7578,0.0
2016-11-09 23:20:00,,,,,,
2016-11-09 23:30:00,29.82351,30.64773,7.941345,24.30911,100.1929,0.0
2016-11-09 23:40:00,,,,,,
2016-11-09 23:45:00,27.68833,29.8524,8.609271,21.53693,94.87714,0.0
2016-11-09 23:50:00,,,,,,
2016-11-10 00:00:00,37.58798,30.45396,8.30039,26.46211,112.4465,0.0
2016-11-10 00:10:00,,,,,,
2016-11-10 00:15:00,36.46039,29.96849,8.096161,23.03338,108.3405,0.0
2016-11-10 00:20:00,,,,,,
2016-11-10 00:30:00,22.56139,30.4013,7.94465,23.8009,92.03011,0.0
2016-11-10 00:40:00,,,,,,
2016-11-10 00:45:00,29.12939,16.93513,8.645632,21.00565,80.8734,0.0
2016-11-10 00:50:00,,,,,,
2016-11-10 01:00:00,27.35798,18.10653,8.20094,24.33178,83.35452,0.0
2016-11-10 01:10:00,,,,,,
2016-11-10 01:15:00,22.94748,16.63022,8.61536,20.5072,75.57686,0.0
2016-11-10 01:20:00,,,,,,
2016-11-10 01:30:00,27.00075,18.84592,8.172051,23.99859,88.67309,0.0
2016-11-10 01:40:00,,,,,,
2016-11-10 01:45:00,32.76437,19.87249,7.98122,20.28153,87.29417,0.0
2016-11-10 01:50:00,,,,,,
2016-11-10 02:00:00,37.12593,18.13725,8.525632,22.5531,95.60566,0.0
2016-11-10 02:10:00,,,,,,
2016-11-10 02:15:00,28.96556,19.94154,8.443965,24.45956,88.3289,0.0
2016-11-10 02:20:00,,,,,,
2016-11-10 02:30:00,28.73194,18.35691,8.239542,25.17629,91.99194,0.0
