,HS DE Kitchen-Emergency (kW),HS DG Gym (kW),HS Plugload DBH (kW),HS DL Lighting (kW),HS MSWB (kW),HS PBA AHU1-4 (kW),HS M1 Chillers (kW)
2018-04-23 03:10:00,,,,,,,
2018-04-23 03:15:00,34.27565,8.781373,10.28185,17.5689,77.23656,0.0,0.0
2018-04-23 03:20:00,,,,,,,
2018-04-23 03:30:00,38.06465,9.385739,9.891809,17.2904,80.49815,0.0,0.0
2018-04-23 03:40:00,,,,,,,
2018-04-23 03:45:00,42.59416,9.292656,9.520529,17.00569,84.2409,0.0,0.0
2018-04-23 03:50:00,,,,,,,
2018-04-23 04:00:00,34.81467,7.875252,9.616319,19.22577,77.49411,0.0,0.0
2018-04-23 04:10:00,,,,,,,
2018-04-23 04:15:00,41.8257,8.725713,9.976553,19.42619,76.67969,0.0,0.0
2018-04-23 04:20:00,,,,,,,
2018-04-23 04:30:00,30.34263,10.44168,9.986293,15.96927,74.80061,0.0,0.0
2018-04-23 04:40:00,,,,,,,
2018-04-23 04:45:00,33.87693,7.721533,9.399491,15.30317,72.61146,0.0,0.0
2018-04-23 04:50:00,,,,,,,
2018-04-23 05:00:00,43.56031,8.847532,9.712319,16.89606,84.06607,0.0,0.0
2018-04-23 05:10:00,,,,,,,
2018-04-23 05:15:00,41.46403,9.705094,9.208147,20.51361,121.376,0.0,0.0
2018-04-23 05:20:00,,,,,,,
2018-04-23 05:30:00,40.58561,7.806774,9.585649,19.87363,112.8183,0.0,0.0
2018-04-23 05:40:00,,,,,,,
2018-04-23 05:45:00,44.61371,40.08501,9.028667,24.59335,151.8307,3.801572,0.0
2018-04-23 05:50:00,,,,,,,
2018-04-23 06:00:00,36.41314,37.92932,9.075045,25.2354,145.8753,3.709559,0.0
2018-04-23 06:10:00,,,,,,,
2018-04-23 06:15:00,58.02199,43.4723,10.90278,51.90593,196.6028,3.858338,0.0
2018-04-23 06:20:00,,,,,,,
2018-04-23 06:30:00,62.93543,57.06762,11.35133,60.42646,229.9639,3.840175,0.0
2018-04-23 06:40:00,,,,,,,
2018-04-23 06:45:00,61.69021,63.01588,11.73083,61.84288,232.705,3.830048,0.0
2018-04-23 06:50:00,,,,,,,
2018-04-23 07:00:00,60.10929,62.50106,15.98533,75.40611,255.0831,9.183002,0.0
2018-04-23 07:10:00,,,,,,,
2018-04-23 07:15:00,52.56471,100.5352,18.67173,87.66506,303.1623,9.106429,0.0
2018-04-23 07:20:00,,,,,,,
2018-04-23 07:30:00,61.76525,101.5839,35.46208,94.42281,346.7347,21.07863,0.0
2018-04-23 07:40:00,,,,,,,
2018-04-23 07:45:00,57.80645,109.6832,41.13511,115.5619,378.3541,20.50813,0.0
2018-04-23 07:50:00,,,,,,,
2018-04-23 08:00:00,60.61199,109.7266,47.02338,127.8558,402.8953,20.5267,0.0
2018-04-23 08:10:00,,,,,,,
2018-04-23 08:15:00,60.24469,106.2799,45.68401,138.6648,405.8125,19.91088,0.0
2018-04-23 08:20:00,,,,,,,
2018-04-23 08:30:00,57.46306,109.1736,47.2703,132.4297,400.8933,20.48193,0.0
2018-04-23 08:40:00,,,,,,,
2018-04-23 08:45:00,87.30281,107.0868,42.36487,136.3039,431.2951,20.32832,0.0
2018-04-23 08:50:00,,,,,,,
2018-04-23 09:00:00,56.01255,112.2138,44.59462,135.6682,404.9434,20.4609,0.0
2018-04-23 09:10:00,,,,,,,
2018-04-23 09:15:00,59.08873,106.8988,46.77337,126.9412,399.2532,20.46441,0.0
2018-04-23 09:20:00,,,,,,,
2018-04-23 09:30:00,57.22221,108.9644,46.68999,123.8161,392.6111,20.2878,0.0
2018-04-23 09:40:00,,,,,,,
2018-04-23 09:45:00,58.40446,102.6221,46.98462,128.3285,409.2003,20.73532,0.0
2018-04-23 09:50:00,,,,,,,
2018-04-23 10:00:00,53.39974,107.4679,46.67505,124.6185,401.6226,19.95372,0.0
2018-04-23 10:10:00,,,,,,,
2018-04-23 10:15:00,56.81245,103.9864,46.62417,131.2304,404.5719,20.67609,0.0
2018-04-23 10:20:00,,,,,,,
2018-04-23 10:30:00,51.36735,104.8603,49.70388,133.5771,404.4117,20.77029,0.0
2018-04-23 10:40:00,,,,,,,
2018-04-23 10:45:00,43.87412,106.6923,52.06887,139.9576,406.1964,20.71531,0.0
2018-04-23 10:50:00,,,,,,,
2018-04-23 11:00:00,42.01321,104.2171,46.65009,128.7912,381.8615,20.58346,0.0
2018-04-23 11:10:00,,,,,,,
2018-04-23 11:15:00,46.80332,106.6011,49.92653,136.432,408.3278,20.17371,0.0
2018-04-23 11:20:00,,,,,,,
2018-04-23 11:30:00,46.50333,105.6175,43.81804,121.1843,386.9877,20.48414,0.0
2018-04-23 11:40:00,,,,,,,
2018-04-23 11:45:00,56.65444,107.3729,47.17751,130.0393,407.1882,20.66648,0.0
2018-04-23 11:50:00,,,,,,,
2018-04-23 12:00:00,49.83895,119.631,46.65639,134.0853,432.7485,20.37943,20.86657
2018-04-23 12:10:00,,,,,,,
2018-04-23 12:15:00,49.24206,119.2752,46.90479,135.5986,410.5575,20.38541,0.0
2018-04-23 12:20:00,,,,,,,
2018-04-23 12:30:00,60.89577,104.996,46.16117,126.8727,407.8445,20.06787,0.0
2018-04-23 12:40:00,,,,,,,
2018-04-23 12:45:00,47.40361,113.0819,44.46641,124.4179,394.0641,19.66694,0.0
2018-04-23 12:50:00,,,,,,,
2018-04-23 13:00:00,42.68545,97.6869,43.55197,131.8784,377.3864,20.22053,0.0
2018-04-23 13:10:00,,,,,,,
2018-04-23 13:15:00,43.38074,119.1208,46.30223,121.4613,389.7575,19.78722,0.0
2018-04-23 13:20:00,,,,,,,
2018-04-23 13:30:00,47.78487,101.8082,47.48047,124.503,389.7779,20.05375,0.0
2018-04-23 13:40:00,,,,,,,
2018-04-23 13:45:00,45.94323,105.1694,47.00031,110.699,378.4684,19.76152,0.0
2018-04-23 13:50:00,,,,,,,
2018-04-23 14:00:00,73.03704,120.2681,49.31856,106.2022,412.7987,19.94929,0.0
2018-04-23 14:10:00,,,,,,,
2018-04-23 14:15:00,56.74099,124.651,42.13203,103.8296,391.2952,20.28442,0.0
2018-04-23 14:20:00,,,,,,,
2018-04-23 14:30:00,45.0565,107.477,38.20223,90.88684,343.1646,20.0573,0.0
2018-04-23 14:40:00,,,,,,,
2018-04-23 14:45:00,44.56012,122.0085,38.26484,81.18436,350.7658,20.12094,0.0
2018-04-23 14:50:00,,,,,,,
2018-04-23 15:00:00,46.82285,118.0426,33.78829,66.6744,331.5573,20.16789,0.0
2018-04-23 15:10:00,,,,,,,
2018-04-23 15:15:00,44.80102,42.84205,31.78859,52.58967,233.9179,7.225708,0.0
2018-04-23 15:20:00,,,,,,,
2018-04-23 15:30:00,48.63806,43.94365,30.03091,48.38064,233.2896,7.198513,0.0
2018-04-23 15:40:00,,,,,,,
2018-04-23 15:45:00,47.93663,43.10284,26.18212,46.44941,221.1325,7.034438,0.0
2018-04-23 15:50:00,,,,,,,
2018-04-23 16:00:00,46.4397,39.29756,26.97376,45.64619,211.3387,7.162921,0.0
2018-04-23 16:10:00,,,,,,,
2018-04-23 16:15:00,47.16539,28.41563,24.64638,43.85118,194.5694,3.715327,0.0
2018-04-23 16:20:00,,,,,,,
2018-04-23 16:30:00,44.99249,27.97939,25.10758,42.0042,195.6409,3.727697,0.0
2018-04-23 16:40:00,,,,,,,
2018-04-23 16:45:00,54.55116,27.34806,23.84055,39.80659,188.5215,3.698572,0.0
2018-04-23 16:50:00,,,,,,,
2018-04-23 17:00:00,51.37222,26.75648,23.64153,35.44229,191.156,3.753011,0.0
2018-04-23 17:10:00,,,,,,,
2018-04-23 17:15:00,49.24203,25.44945,9.727599,27.92758,168.3728,3.738988,0.0
2018-04-23 17:20:00,,,,,,,
2018-04-23 17:30:00,39.13608,26.36065,9.975423,27.91959,159.7064,3.6647,0.0
2018-04-23 17:40:00,,,,,,,
2018-04-23 17:45:00,40.40777,29.43782,8.929546,28.05504,161.0779,3.688529,0.0
2018-04-23 17:50:00,,,,,,,
2018-04-23 18:00:00,40.12096,27.81979,8.86138,29.14597,162.7189,3.703682,0.0
2018-04-23 18:10:00,,,,,,,
2018-04-23 18:15:00,41.71731,24.25233,9.207261,27.94822,158.9085,3.696396,0.0
2018-04-23 18:20:00,,,,,,,
2018-04-23 18:30:00,35.62027,25.64187,8.910598,27.40155,150.0392,3.751147,0.0
2018-04-23 18:40:00,,,,,,,
2018-04-23 18:45:00,44.12309,29.63836,9.078205,30.77177,167.9688,3.743634,0.0
2018-04-23 18:50:00,,,,,,,
2018-04-23 19:00:00,47.5516,26.80449,8.429505,25.74208,155.3874,3.723979,0.0
2018-04-23 19:10:00,,,,,,,
2018-04-23 19:15:00,30.5906,29.02485,9.041214,25.63529,134.4048,3.782228,0.0
2018-04-23 19:20:00,,,,,,,
2018-04-23 19:30:00,31.53601,27.27601,9.429173,25.39312,137.5806,3.751501,0.0
2018-04-23 19:40:00,,,,,,,
2018-04-23 19:45:00,27.34981,22.71464,7.93384,21.79352,117.1677,3.756957,0.0
2018-04-23 19:50:00,,,,,,,
2018-04-23 20:00:00,39.686,19.87386,7.598068,23.16939,127.3629,3.779209,0.0
2018-04-23 20:10:00,,,,,,,
2018-04-23 20:15:00,41.7828,24.0692,19.40827,21.58842,121.4627,0.0,0.0
2018-04-23 20:20:00,,,,,,,
2018-04-23 20:30:00,36.09759,22.1576,20.10031,24.48674,112.6761,0.0,0.0
2018-04-23 20:40:00,,,,,,,
2018-04-23 20:45:00,31.3746,18.79679,19.74544,22.46395,109.8777,0.0,0.0
2018-04-23 20:50:00,,,,,,,
2018-04-23 21:00:00,31.76196,25.02608,20.08642,22.5704,117.9669,0.0,0.0
2018-04-23 21:10:00,,,,,,,
2018-04-23 21:15:00,33.53038,20.93097,7.848303,21.058,101.0601,0.0,0.0
2018-04-23 21:20:00,,,,,,,
2018-04-23 21:30:00,29.55363,26.43627,7.802237,22.68462,104.7343,0.0,0.0
2018-04-23 21:40:00,,,,,,,
2018-04-23 21:45:00,35.78164,20.76091,7.616323,19.16102,95.49309,0.0,0.0
2018-04-23 21:50:00,,,,,,,
2018-04-23 22:00:00,35.01677,15.6084,8.035103,19.30695,93.15335,0.0,0.0
2018-04-23 22:10:00,,,,,,,
2018-04-23 22:15:00,26.65843,14.70717,8.025701,18.92916,78.70942,0.0,0.0
2018-04-23 22:20:00,,,,,,,
2018-04-23 22:30:00,31.1116,15.5457,7.62849,18.81995,81.35774,0.0,0.0
2018-04-23 22:40:00,,,,,,,
2018-04-23 22:45:00,25.42774,13.85149,7.107572,18.36658,73.1224,0.0,0.0
2018-04-23 22:50:00,,,,,,,
2018-04-23 23:00:00,26.21609,14.99625,7.509318,19.91843,76.13953,0.0,0.0
2018-04-23 23:10:00,,,,,,,
2018-04-23 23:15:00,32.15665,17.15176,7.855404,18.63028,84.16517,0.0,0.0
2018-04-23 23:20:00,,,,,,,
2018-04-23 23:30:00,36.19231,15.81638,7.607309,18.46382,85.12411,0.0,0.0
2018-04-23 23:40:00,,,,,,,
2018-04-23 23:45:00,26.20982,14.52351,7.693395,16.59344,74.34987,0.0,0.0
2018-04-23 23:50:00,,,,,,,
2018-04-24 00:00:00,23.99053,14.90099,7.543292,17.74515,71.87606,0.0,0.0
2018-04-24 00:10:00,,,,,,,
2018-04-24 00:15:00,28.82352,15.6841,7.120641,19.79698,82.00327,0.0,0.0
2018-04-24 00:20:00,,,,,,,
2018-04-24 00:30:00,26.08142,17.54715,7.313091,17.68858,76.21944,0.0,0.0
2018-04-24 00:40:00,,,,,,,
2018-04-24 00:45:00,32.21656,15.86771,7.670543,16.30074,78.43719,0.0,0.0
2018-04-24 00:50:00,,,,,,,
2018-04-24 01:00:00,32.21766,15.30886,7.378416,18.78881,79.33745,0.0,0.0
2018-04-24 01:10:00,,,,,,,
2018-04-24 01:15:00,23.16746,11.7716,7.366973,17.91097,68.40669,0.0,0.0
2018-04-24 01:20:00,,,,,,,
2018-04-24 01:30:00,28.36022,16.45517,7.518181,16.9878,73.89828,0.0,0.0
2018-04-24 01:40:00,,,,,,,
2018-04-24 01:45:00,22.11882,13.679,7.699955,17.03738,66.55187,0.0,0.0
2018-04-24 01:50:00,,,,,,,
2018-04-24 02:00:00,25.0875,12.13693,7.657413,16.76025,68.6941,0.0,0.0
2018-04-24 02:10:00,,,,,,,
2018-04-24 02:15:00,32.32482,11.58222,7.481686,17.89644,76.50489,0.0,0.0
2018-04-24 02:20:00,,,,,,,
2018-04-24 02:30:00,25.17232,13.05003,7.453859,17.39967,72.53901,0.0,0.0
2018-04-24 02:40:00,,,,,,,
2018-04-24 02:45:00,23.17544,13.49424,7.220437,16.75071,67.20607,0.0,0.0
2018-04-24 02:50:00,,,,,,,
2018-04-24 03:00:00,22.7709,11.33791,7.056136,16.5175,64.58099,0.0,0.0
2018-04-24 03:10:00,,,,,,,
2018-04-24 03:15:00,26.4794,11.17048,6.98102,15.51628,67.17776,0.0,0.0
2018-04-24 03:20:00,,,,,,,
2018-04-24 03:30:00,58.47867,15.18582,7.4297,18.32279,86.85114,0.0,0.0
2018-04-24 03:40:00,,,,,,,
2018-04-24 03:45:00,29.89138,14.4327,6.683311,17.96402,74.20263,0.0,0.0
2018-04-24 03:50:00,,,,,,,
2018-04-24 04:00:00,23.08157,13.46988,6.713287,19.66773,71.64275,0.0,0.0
2018-04-24 04:10:00,,,,,,,
2018-04-24 04:15:00,24.57866,15.08161,7.375566,17.17668,69.47568,0.0,0.0
2018-04-24 04:20:00,,,,,,,
2018-04-24 04:30:00,27.14881,11.17366,7.372631,17.26645,69.53482,0.0,0.0
2018-04-24 04:40:00,,,,,,,
2018-04-24 04:45:00,25.04251,11.36487,6.790426,19.2772,69.94398,0.0,0.0
2018-04-24 04:50:00,,,,,,,
2018-04-24 05:00:00,33.41802,6.572453,7.016385,18.45811,71.61887,0.0,0.0
2018-04-24 05:10:00,,,,,,,
2018-04-24 05:15:00,32.51573,6.114758,7.07133,24.09519,90.53681,0.0,0.0
2018-04-24 05:20:00,,,,,,,
2018-04-24 05:30:00,34.63993,5.85287,7.470648,18.91757,85.91054,0.0,0.0
2018-04-24 05:40:00,,,,,,,
2018-04-24 05:45:00,62.97955,16.12394,6.857783,19.96099,120.2993,3.830975,0.0
2018-04-24 05:50:00,,,,,,,
2018-04-24 06:00:00,46.65138,16.13828,11.07288,23.81313,114.5764,3.813579,0.0
2018-04-24 06:10:00,,,,,,,
2018-04-24 06:15:00,55.89525,24.22815,11.10346,50.9649,164.3876,3.800796,0.0
2018-04-24 06:20:00,,,,,,,
2018-04-24 06:30:00,52.22887,29.68525,11.42822,50.74843,162.1485,3.750464,0.0
2018-04-24 06:40:00,,,,,,,
2018-04-24 06:45:00,50.04871,63.47068,10.69454,64.38009,211.7362,3.802879,0.0
2018-04-24 06:50:00,,,,,,,
2018-04-24 07:00:00,47.24768,92.98367,15.70224,75.79775,258.1376,9.413059,0.0
2018-04-24 07:10:00,,,,,,,
2018-04-24 07:15:00,52.90057,97.7814,18.86471,91.09581,290.6116,9.29526,0.0
2018-04-24 07:20:00,,,,,,,
2018-04-24 07:30:00,56.40991,95.25191,33.58226,102.84,326.0047,21.67665,0.0
2018-04-24 07:40:00,,,,,,,
2018-04-24 07:45:00,66.11776,97.3254,40.14941,117.13,360.8136,20.45345,0.0
2018-04-24 07:50:00,,,,,,,
2018-04-24 08:00:00,66.39752,99.6017,45.05761,131.9749,383.262,20.04488,0.0
2018-04-24 08:10:00,,,,,,,
2018-04-24 08:15:00,63.36914,99.06687,46.28949,119.9302,366.5809,20.27894,0.0
2018-04-24 08:20:00,,,,,,,
2018-04-24 08:30:00,56.72608,97.50613,43.82273,116.1218,348.8004,20.75259,0.0
2018-04-24 08:40:00,,,,,,,
2018-04-24 08:45:00,58.78916,97.67336,41.4334,131.6548,365.2458,20.23298,0.0
2018-04-24 08:50:00,,,,,,,
2018-04-24 09:00:00,60.67701,100.0074,43.70896,128.6834,375.325,20.44397,0.0
2018-04-24 09:10:00,,,,,,,
2018-04-24 09:15:00,90.96032,100.0443,43.92717,126.9183,405.1174,20.88209,0.0
2018-04-24 09:20:00,,,,,,,
2018-04-24 09:30:00,54.34219,96.77371,44.86985,127.0152,365.0046,21.15958,0.0
2018-04-24 09:40:00,,,,,,,
2018-04-24 09:45:00,58.74228,94.22201,42.91781,132.494,365.9341,21.35575,0.0
2018-04-24 09:50:00,,,,,,,
2018-04-24 10:00:00,64.28825,92.00916,42.66137,134.8212,383.18,21.5755,0.0
2018-04-24 10:10:00,,,,,,,
2018-04-24 10:15:00,46.87739,99.66322,43.67491,124.0027,368.5475,21.18793,0.0
2018-04-24 10:20:00,,,,,,,
2018-04-24 10:30:00,43.86902,96.97596,44.51373,139.3432,376.5543,21.41662,0.0
2018-04-24 10:40:00,,,,,,,
2018-04-24 10:45:00,44.09809,112.7052,40.70126,134.4911,386.1564,21.11992,0.0
2018-04-24 10:50:00,,,,,,,
2018-04-24 11:00:00,48.35804,115.19,42.05365,134.6262,389.9403,20.55606,0.0
2018-04-24 11:10:00,,,,,,,
2018-04-24 11:15:00,57.14749,100.5589,42.5851,144.6586,395.3227,20.52515,0.0
2018-04-24 11:20:00,,,,,,,
2018-04-24 11:30:00,50.4913,106.8999,42.51106,137.64,392.6445,20.43015,0.0
2018-04-24 11:40:00,,,,,,,
2018-04-24 11:45:00,50.58033,110.9641,41.91024,132.6957,390.4301,20.88197,0.0
2018-04-24 11:50:00,,,,,,,
2018-04-24 12:00:00,52.05082,105.768,42.2394,119.4536,373.7529,20.15579,0.0
2018-04-24 12:10:00,,,,,,,
2018-04-24 12:15:00,65.25942,107.9909,51.14893,129.4756,393.7001,20.34244,0.0
2018-04-24 12:20:00,,,,,,,
2018-04-24 12:30:00,52.16591,107.6385,42.96793,124.9083,374.7121,20.39918,0.0
2018-04-24 12:40:00,,,,,,,
2018-04-24 12:45:00,48.99595,108.661,42.39566,129.5646,378.3972,21.0663,0.0
2018-04-24 12:50:00,,,,,,,
2018-04-24 13:00:00,50.44319,92.11439,42.39272,128.8725,362.0288,20.51206,0.0
2018-04-24 13:10:00,,,,,,,
2018-04-24 13:15:00,55.38626,115.518,44.2337,108.0195,372.7378,20.63196,0.0
2018-04-24 13:20:00,,,,,,,
2018-04-24 13:30:00,52.0876,112.5685,45.33564,110.1068,368.1443,20.86568,0.0
2018-04-24 13:40:00,,,,,,,
2018-04-24 13:45:00,51.68239,93.01107,46.16555,109.8907,368.5565,20.55904,16.55725
2018-04-24 13:50:00,,,,,,,
2018-04-24 14:00:00,46.4649,110.0583,42.85378,110.0646,360.693,21.19943,0.0
2018-04-24 14:10:00,,,,,,,
2018-04-24 14:15:00,46.25073,112.2903,39.80928,109.2577,361.6582,20.99172,0.0
2018-04-24 14:20:00,,,,,,,
2018-04-24 14:30:00,50.03795,112.5251,37.65855,107.5874,363.1853,20.79301,0.0
2018-04-24 14:40:00,,,,,,,
2018-04-24 14:45:00,54.45386,107.3798,34.21981,87.0706,339.2648,20.83334,0.0
2018-04-24 14:50:00,,,,,,,
2018-04-24 15:00:00,58.76373,107.1315,31.72572,84.93324,331.4123,20.81633,0.0
2018-04-24 15:10:00,,,,,,,
2018-04-24 15:15:00,53.44693,40.51468,26.74179,53.74545,209.4475,7.449711,0.0
2018-04-24 15:20:00,,,,,,,
2018-04-24 15:30:00,52.92517,40.82049,26.63282,46.38964,200.5229,8.134865,0.0
2018-04-24 15:40:00,,,,,,,
2018-04-24 15:45:00,54.36282,40.67488,24.11708,48.02915,206.3307,8.359602,0.0
2018-04-24 15:50:00,,,,,,,
2018-04-24 16:00:00,49.83394,39.88593,11.8618,44.59248,178.2283,8.179742,0.0
2018-04-24 16:10:00,,,,,,,
2018-04-24 16:15:00,48.62636,25.37908,12.65387,53.70214,175.2962,3.670222,0.0
2018-04-24 16:20:00,,,,,,,
2018-04-24 16:30:00,53.15241,35.25323,24.82203,50.20783,193.4049,3.689887,0.0
2018-04-24 16:40:00,,,,,,,
2018-04-24 16:45:00,50.16587,25.89457,12.73776,49.09425,168.8583,3.632716,0.0
2018-04-24 16:50:00,,,,,,,
2018-04-24 17:00:00,50.01067,26.31864,12.60093,46.09317,167.2251,3.672879,0.0
2018-04-24 17:10:00,,,,,,,
2018-04-24 17:15:00,48.05755,24.47151,11.0555,40.18358,159.3558,3.690384,0.0
2018-04-24 17:20:00,,,,,,,
2018-04-24 17:30:00,47.08861,31.38523,11.36553,39.56699,160.7257,3.695722,0.0
2018-04-24 17:40:00,,,,,,,
2018-04-24 17:45:00,39.31348,34.06507,9.554292,29.9121,149.0906,3.669734,0.0
2018-04-24 17:50:00,,,,,,,
2018-04-24 18:00:00,33.90707,30.96662,9.869792,34.77287,151.2109,3.647869,0.0
2018-04-24 18:10:00,,,,,,,
2018-04-24 18:15:00,40.38278,36.49144,9.045052,29.36003,140.4872,3.723894,0.0
2018-04-24 18:20:00,,,,,,,
2018-04-24 18:30:00,40.00097,31.71701,8.638346,26.68372,140.9007,3.784716,0.0
2018-04-24 18:40:00,,,,,,,
2018-04-24 18:45:00,41.22929,34.47924,9.121557,25.41534,143.6279,3.721339,0.0
2018-04-24 18:50:00,,,,,,,
2018-04-24 19:00:00,30.31936,30.99458,9.276946,25.91166,128.1476,3.692239,0.0
2018-04-24 19:10:00,,,,,,,
2018-04-24 19:15:00,28.99488,31.24409,9.021263,27.73022,122.2048,3.716938,0.0
2018-04-24 19:20:00,,,,,,,
2018-04-24 19:30:00,31.45915,30.98917,8.740806,25.43121,122.6064,3.749224,0.0
2018-04-24 19:40:00,,,,,,,
2018-04-24 19:45:00,36.18224,31.34413,9.065095,26.57862,130.2307,3.674422,0.0
2018-04-24 19:50:00,,,,,,,
2018-04-24 20:00:00,37.46831,33.83442,8.217205,25.67705,130.013,3.734148,0.0
2018-04-24 20:10:00,,,,,,,
2018-04-24 20:15:00,35.90875,34.17751,8.140843,27.2093,119.759,0.0,0.0
2018-04-24 20:20:00,,,,,,,
2018-04-24 20:30:00,30.35036,30.17547,8.06276,27.11877,109.7409,0.0,0.0
2018-04-24 20:40:00,,,,,,,
2018-04-24 20:45:00,31.53468,29.87368,8.282615,25.54991,109.7727,0.0,0.0
2018-04-24 20:50:00,,,,,,,
2018-04-24 21:00:00,29.77942,30.03426,8.6102,23.89301,106.9477,0.0,0.0
2018-04-24 21:10:00,,,,,,,
2018-04-24 21:15:00,25.68816,24.68497,7.738971,23.41248,96.67738,0.0,0.0
2018-04-24 21:20:00,,,,,,,
2018-04-24 21:30:00,27.48512,27.54427,7.794716,26.55159,105.4729,0.0,0.0
2018-04-24 21:40:00,,,,,,,
2018-04-24 21:45:00,25.76164,21.38219,8.491103,23.76453,97.05762,0.0,0.0
2018-04-24 21:50:00,,,,,,,
2018-04-24 22:00:00,35.16273,19.38928,8.305467,23.85267,101.2159,0.0,0.0
2018-04-24 22:10:00,,,,,,,
2018-04-24 22:15:00,34.19473,22.55347,8.079777,24.01123,114.3199,0.0,32.9286
2018-04-24 22:20:00,,,,,,,
2018-04-24 22:30:00,39.63229,19.45438,8.664503,22.21265,99.04866,0.0,0.0
2018-04-24 22:40:00,,,,,,,
2018-04-24 22:45:00,29.90904,18.41161,8.143094,28.447,96.60564,0.0,0.0
2018-04-24 22:50:00,,,,,,,
2018-04-24 23:00:00,28.82564,18.76275,8.043307,20.91764,86.5703,0.0,0.0
2018-04-24 23:10:00,,,,,,,
2018-04-24 23:15:00,28.1165,21.34459,8.145278,18.3711,85.14827,0.0,0.0
2018-04-24 23:20:00,,,,,,,
2018-04-24 23:30:00,26.02033,19.32429,8.025912,19.84866,85.42338,0.0,0.0
2018-04-24 23:40:00,,,,,,,
2018-04-24 23:45:00,26.09352,21.6266,7.742166,20.20804,85.96114,0.0,0.0
2018-04-24 23:50:00,,,,,,,
2018-04-25 00:00:00,26.61665,18.87953,7.663527,20.30257,81.10841,0.0,0.0
2018-04-25 00:10:00,,,,,,,
2018-04-25 00:15:00,29.71287,20.82078,7.84456,19.69482,85.7631,0.0,0.0
2018-04-25 00:20:00,,,,,,,
2018-04-25 00:30:00,36.42147,20.91904,8.3929,20.45592,93.18995,0.0,0.0
2018-04-25 00:40:00,,,,,,,
2018-04-25 00:45:00,35.85995,19.63413,7.712324,20.73059,90.23076,0.0,0.0
2018-04-25 00:50:00,,,,,,,
2018-04-25 01:00:00,23.66956,17.15138,7.16287,19.16054,74.22015,0.0,0.0
2018-04-25 01:10:00,,,,,,,
2018-04-25 01:15:00,26.07027,16.91494,8.123498,18.88053,77.06532,0.0,0.0
2018-04-25 01:20:00,,,,,,,
2018-04-25 01:30:00,24.51081,19.31719,8.041984,21.43532,80.10334,0.0,0.0
2018-04-25 01:40:00,,,,,,,
2018-04-25 01:45:00,23.50674,17.1682,7.439676,19.11434,74.18914,0.0,0.0
2018-04-25 01:50:00,,,,,,,
2018-04-25 02:00:00,24.79153,17.11356,7.506138,20.76084,78.08236,0.0,0.0
2018-04-25 02:10:00,,,,,,,
2018-04-25 02:15:00,26.26842,20.16483,7.744283,18.68496,80.05396,0.0,0.0
2018-04-25 02:20:00,,,,,,,
2018-04-25 02:30:00,26.4437,17.53689,7.901267,19.33483,77.64263,0.0,0.0
2018-04-25 02:40:00,,,,,,,
2018-04-25 02:45:00,24.08349,16.79566,7.658097,19.40779,74.62823,0.0,0.0
2018-04-25 02:50:00,,,,,,,
2018-04-25 03:00:00,32.80869,19.45413,7.748904,17.86084,84.8409,0.0,0.0
2018-04-25 03:10:00,,,,,,,
2018-04-25 03:15:00,33.85159,17.56955,7.429566,17.575,83.37178,0.0,0.0
2018-04-25 03:20:00,,,,,,,
2018-04-25 03:30:00,22.97834,17.06174,7.459322,18.61334,73.4892,0.0,0.0
2018-04-25 03:40:00,,,,,,,
2018-04-25 03:45:00,28.56105,19.15517,7.800998,17.75573,80.3288,0.0,0.0
2018-04-25 03:50:00,,,,,,,
2018-04-25 04:00:00,24.66951,16.8653,7.535728,17.81979,73.82522,0.0,0.0
2018-04-25 04:10:00,,,,,,,
2018-04-25 04:15:00,22.76751,19.65744,7.114048,19.80711,76.54218,0.0,0.0
2018-04-25 04:20:00,,,,,,,
2018-04-25 04:30:00,23.81872,17.33897,7.508061,17.76979,73.35509,0.0,0.0
2018-04-25 04:40:00,,,,,,,
2018-04-25 04:45:00,23.90732,17.06724,7.225902,18.19365,73.09643,0.0,0.0
2018-04-25 04:50:00,,,,,,,
2018-04-25 05:00:00,25.94837,17.02753,7.183968,20.1304,76.53232,0.0,0.0
2018-04-25 05:10:00,,,,,,,
2018-04-25 05:15:00,24.601,18.83751,6.816448,19.85657,85.52133,0.0,0.0
2018-04-25 05:20:00,,,,,,,
2018-04-25 05:30:00,26.64101,21.47869,7.538207,21.61126,92.83014,0.0,0.0
2018-04-25 05:40:00,,,,,,,
2018-04-25 05:45:00,54.63366,27.62401,7.125338,22.58352,130.0343,0.0,0.0
2018-04-25 05:50:00,,,,,,,
2018-04-25 06:00:00,35.97802,28.682,9.009619,26.17745,114.0076,0.0,0.0
2018-04-25 06:10:00,,,,,,,
2018-04-25 06:15:00,51.83511,31.2168,11.61667,53.54791,163.0371,0.0,0.0
2018-04-25 06:20:00,,,,,,,
2018-04-25 06:30:00,55.62101,36.82718,11.24563,53.41434,172.185,0.0,0.0
2018-04-25 06:40:00,,,,,,,
2018-04-25 06:45:00,49.34006,37.85965,11.96669,67.8279,187.2093,0.0,0.0
2018-04-25 06:50:00,,,,,,,
2018-04-25 07:00:00,47.41837,39.96996,16.36511,78.22703,202.3875,5.898496,0.0
2018-04-25 07:10:00,,,,,,,
2018-04-25 07:15:00,55.14489,98.54039,18.60052,100.1793,300.076,5.79203,0.0
2018-04-25 07:20:00,,,,,,,
